"length_lan"	"type"	"subcategory"	"category"	"G_mean_pr"	"G_density"	"G_num_cliques"	"G_avg"	"G_nodes"	"n_visits"	"back_links"	"n_mod"	"reference"	"num_langs"	"languages"	"qid"	"name"	"wiki_name"	"item"	"label"
"88.0"	"concept"	"tree"	"biology"	"0.005098635492445193"	"0.01843400447427293"	"139.0"	"1.7266666666666666"	"150.0"	"1735674.0"	"1458.0"	"0.0"	"0.0"	"99.0"	"10.0"	"Q25350"	"Abies"	"Fir"	"http://www.wikidata.org/entity/Q25350"	"0"
"102.0"	"entity"	"river"	"geography"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"25596.0"	"73.0"	"0.0"	"0.0"	"20.0"	"8.0"	"Q59647"	"Abitibi River"	"Abitibi River"	"http://www.wikidata.org/entity/Q59647"	"1"
"142.0"	"entity"	"government agency"	"politics"	"0.0031585170681241587"	"0.014257770049989132"	"246.0"	"1.8186046511627907"	"215.0"	"193296.0"	"299.0"	"0.0"	"0.0"	"2.0"	"2.0"	"Q322956"	"Aboriginal and Torres Strait Islander Commission"	"Aboriginal and Torres Strait Islander Commission"	"http://www.wikidata.org/entity/Q322956"	"1"
"645.0"	"entity"	"politician"	"politics"	"0.0019136517037592782"	"0.007628734901462174"	"363.0"	"1.6456043956043955"	"364.0"	"53931970.0"	"11450.0"	"1225.0"	"153.0"	"287.0"	"10.0"	"Q91"	"Abraham Lincoln"	"Abraham Lincoln"	"http://www.wikidata.org/entity/Q91"	"2"
"151.0"	"entity"	"media company"	"media"	"0.002197831308189788"	"0.007848576896739417"	"350.0"	"1.482248520710059"	"338.0"	"350070.0"	"1040.0"	"1.0"	"0.0"	"4.0"	"1.0"	"Q4650387"	"ABS-CBN Integrated News"	"ABS-CBN News and Current Affairs"	"http://www.wikidata.org/entity/Q4650387"	"1"
"137.0"	"entity"	"ritual"	"gestures and habits"	"0.0024902749625883777"	"0.008315963175264895"	"291.0"	"1.388157894736842"	"304.0"	"48732.0"	"85.0"	"0.0"	"0.0"	"6.0"	"4.0"	"Q2822053"	"Absolution of the dead"	"Absolution of the dead"	"http://www.wikidata.org/entity/Q2822053"	"1"
"85.0"	"concept"	"animated film"	"comics and anime"	"0.0016860633419864698"	"0.005640296685072804"	"465.0"	"1.4797441364605544"	"469.0"	"74579.0"	"0.0"	"50.0"	"0.0"	"6.0"	"4.0"	"Q332564"	"abstract animation film"	"Abstract animation"	"http://www.wikidata.org/entity/Q332564"	"0"
"209.0"	"entity"	"recurring sporting event"	"sports"	"0.00306212080374362"	"0.012523734496828667"	"218.0"	"1.5695067264573992"	"223.0"	"1073954.0"	"1.0"	"373.0"	"31.0"	"46.0"	"10.0"	"Q7849"	"Abu Dhabi Grand Prix"	"Abu Dhabi Grand Prix"	"http://www.wikidata.org/entity/Q7849"	"2"
"175.0"	"entity"	"poet"	"literature"	"0.002552441317784385"	"0.009431181844974948"	"249.0"	"1.4291187739463602"	"261.0"	"353647.0"	"3.0"	"410.0"	"18.0"	"155.0"	"10.0"	"Q5670"	"Abu Nuwas"	"Abu Nuwas"	"http://www.wikidata.org/entity/Q5670"	"2"
"126.0"	"entity"	"religious leader"	"philosophy and religion"	"0.0020382942807087557"	"0.006102966246164337"	"423.0"	"1.388095238095238"	"420.0"	"51227.0"	"0.0"	"134.0"	"15.0"	"21.0"	"6.0"	"Q2704613"	"Abul Hasan ash-Shadhili"	"Al-Shadhili"	"http://www.wikidata.org/entity/Q2704613"	"1"
"67.0"	"entity"	"sports club"	"sports"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"20010.0"	"0.0"	"34.0"	"7.0"	"9.0"	"6.0"	"Q337429"	"Académico F.C."	"Académico F.C."	"http://www.wikidata.org/entity/Q337429"	"1"
"37.0"	"entity"	"recurring sporting event"	"sports"	"0.008973071357668658"	"0.030877192982456142"	"74.0"	"1.368421052631579"	"76.0"	"44787.0"	"0.0"	"71.0"	"29.0"	"5.0"	"2.0"	"Q288066"	"ACBS Asian Snooker Championship"	"ACBS Asian Snooker Championship"	"http://www.wikidata.org/entity/Q288066"	"0"
"22.0"	"concept"	"drink"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"21447.0"	"0.0"	"41.0"	"4.0"	"1.0"	"1.0"	"Q4672263"	"Accelerade"	"Accelerade"	"http://www.wikidata.org/entity/Q4672263"	"0"
"211.0"	"entity"	"philosophical movement"	"philosophy and religion"	"0.0017209047679137693"	"0.005469925179237727"	"425.0"	"1.401766004415011"	"453.0"	"2372287.0"	"0.0"	"279.0"	"3.0"	"28.0"	"10.0"	"Q16001522"	"accelerationism"	"Accelerationism"	"http://www.wikidata.org/entity/Q16001522"	"0"
"243.0"	"concept"	"policy"	"politics"	"0.004017941744128433"	"0.013438546150167385"	"204.0"	"1.5414634146341464"	"205.0"	"432939.0"	"0.0"	"339.0"	"0.0"	"6.0"	"3.0"	"Q4672374"	"acceptable use policy"	"Acceptable use policy"	"http://www.wikidata.org/entity/Q4672374"	"0"
"200.0"	"concept"	"greeting"	"gestures and habits"	"0.23753234239601834"	"0.8"	"2.0"	"2.6"	"5.0"	"16672.0"	"0.0"	"26.0"	"0.0"	"10.0"	"5.0"	"Q83390"	"acclamatio"	"Acclamatio"	"http://www.wikidata.org/entity/Q83390"	"0"
"136.0"	"concept"	"greeting"	"gestures and habits"	"0.004971771451991907"	"0.016447633637023302"	"169.0"	"1.3987341772151898"	"158.0"	"338694.0"	"3.0"	"121.0"	"4.0"	"25.0"	"7.0"	"Q419736"	"acclamation"	"Acclamation"	"http://www.wikidata.org/entity/Q419736"	"0"
"152.0"	"entity"	"law"	"politics"	"0.002490096377227575"	"0.008636022715096968"	"320.0"	"1.4411764705882353"	"306.0"	"305315.0"	"6.0"	"130.0"	"0.0"	"24.0"	"8.0"	"Q706884"	"accomplice"	"Accomplice"	"http://www.wikidata.org/entity/Q706884"	"0"
"182.0"	"entity"	"musical profession"	"music"	"0.0037902221917183654"	"0.015754205873966354"	"156.0"	"1.5595238095238095"	"168.0"	"15152.0"	"0.0"	"1.0"	"0.0"	"10.0"	"6.0"	"Q1863064"	"accordionist"	"Accordionist"	"http://www.wikidata.org/entity/Q1863064"	"2"
"99.0"	"concept"	"tree"	"biology"	"0.0020362978374879187"	"0.007625668838495978"	"323.0"	"1.4548192771084338"	"332.0"	"3225868.0"	"96.0"	"1340.0"	"16.0"	"112.0"	"10.0"	"Q42292"	"Acer"	"Maple"	"http://www.wikidata.org/entity/Q42292"	"0"
"74.0"	"concept"	"animal"	"biology"	"0.006040582616111565"	"0.02335849594074918"	"122.0"	"1.5126050420168067"	"119.0"	"62711.0"	"327.0"	"84.0"	"14.0"	"20.0"	"10.0"	"Q386510"	"Achatinidae"	"Achatinidae"	"http://www.wikidata.org/entity/Q386510"	"0"
"221.0"	"entity"	"music genre"	"music"	"0.0011133526583171345"	"0.0038885372123968116"	"684.0"	"1.535190615835777"	"682.0"	"1093345.0"	"342.0"	"520.0"	"27.0"	"31.0"	"6.0"	"Q236932"	"acid rock"	"Acid rock"	"http://www.wikidata.org/entity/Q236932"	"2"
"132.0"	"concept"	"organism"	"biology"	"0.4999999999999999"	"1.0"	"1.0"	"1.0"	"2.0"	"275715.0"	"128.0"	"126.0"	"1.0"	"32.0"	"9.0"	"Q196188"	"acidophile"	"Acidophile"	"http://www.wikidata.org/entity/Q196188"	"0"
"209.0"	"entity"	"music genre"	"music"	"0.0019649957479073404"	"0.007050011015642212"	"338.0"	"1.5098039215686274"	"357.0"	"116453.0"	"0.0"	"107.0"	"5.0"	"13.0"	"6.0"	"Q423918"	"acousmatic music"	"Acousmatic music"	"http://www.wikidata.org/entity/Q423918"	"0"
"156.0"	"entity"	"political party"	"politics"	"0.002239838183980959"	"0.007909914858555342"	"345.0"	"1.4199395770392749"	"331.0"	"1089307.0"	"62.0"	"574.0"	"43.0"	"15.0"	"8.0"	"Q288838"	"ACT New Zealand"	"ACT New Zealand"	"http://www.wikidata.org/entity/Q288838"	"1"
"261.0"	"concept"	"film"	"films"	"0.003579479333189294"	"0.015310142969717437"	"176.0"	"1.7566137566137565"	"189.0"	"5076621.0"	"1.0"	"1313.0"	"2.0"	"67.0"	"10.0"	"Q188473"	"action film"	"Action film"	"http://www.wikidata.org/entity/Q188473"	"0"
"171.0"	"concept"	"mode of transport"	"transportation"	"0.0018346352398489535"	"0.007540944974667138"	"373.0"	"1.5880758807588076"	"369.0"	"68090.0"	"0.0"	"111.0"	"7.0"	"12.0"	"7.0"	"Q4010939"	"active mobility"	"Active mobility"	"http://www.wikidata.org/entity/Q4010939"	"0"
"188.0"	"concept"	"book"	"books"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"72212.0"	"0.0"	"35.0"	"2.0"	"5.0"	"2.0"	"Q4677625"	"activity book"	"Activity book"	"http://www.wikidata.org/entity/Q4677625"	"0"
"40.0"	"entity"	"neighborhood"	"geography"	"0.0031568191600000062"	"0.009771309771309772"	"270.0"	"1.396153846153846"	"260.0"	"32563.0"	"0.0"	"48.0"	"2.0"	"5.0"	"2.0"	"Q344394"	"Acton"	"Acton, Indiana"	"http://www.wikidata.org/entity/Q344394"	"1"
"52.0"	"concept"	"actor"	"performing arts"	"0.2219951052788196"	"0.4"	"4.0"	"1.2"	"5.0"	"38690.0"	"2.0"	"31.0"	"6.0"	"1.0"	"1.0"	"Q4677709"	"actor-manager"	"Actor-manager"	"http://www.wikidata.org/entity/Q4677709"	"0"
"5.0"	"concept"	"actor"	"performing arts"	"0.0020249957065611177"	"0.007562907517779057"	"368.0"	"1.6100278551532032"	"359.0"	"2776475.0"	"4.0"	"18.0"	"0.0"	"17.0"	"6.0"	"Q21169216"	"actress"	"Actress"	"http://www.wikidata.org/entity/Q21169216"	"0"
"144.0"	"entity"	"publisher"	"literature"	"0.0015216138747555777"	"0.005322002078514198"	"487.0"	"1.4519427402862985"	"489.0"	"405639.0"	"8.0"	"221.0"	"14.0"	"26.0"	"9.0"	"Q289953"	"ADAC"	"ADAC"	"http://www.wikidata.org/entity/Q289953"	"1"
"136.0"	"entity"	"writer"	"literature"	"0.003238492342688808"	"0.010152610441767069"	"246.0"	"1.448"	"250.0"	"458961.0"	"116.0"	"195.0"	"10.0"	"45.0"	"10.0"	"Q4214"	"Adam de la Halle"	"Adam de la Halle"	"http://www.wikidata.org/entity/Q4214"	"2"
"74.0"	"entity"	"designer"	"fashion"	"0.0015434635973425466"	"0.004981926764104982"	"508.0"	"1.4217821782178217"	"505.0"	"79990.0"	"100.0"	"126.0"	"24.0"	"29.0"	"8.0"	"Q310285"	"Adam Elsheimer"	"Adam Elsheimer"	"http://www.wikidata.org/entity/Q310285"	"2"
"116.0"	"entity"	"sports club"	"sports"	"0.004689973703944599"	"0.01760195189961659"	"151.0"	"1.5328947368421053"	"152.0"	"352907.0"	"163.0"	"242.0"	"12.0"	"25.0"	"9.0"	"Q352270"	"Adanaspor"	"Adanaspor"	"http://www.wikidata.org/entity/Q352270"	"1"
"175.0"	"entity"	"actor"	"performing arts"	"0.0018619877657624286"	"0.007073083778966132"	"395.0"	"1.5893333333333333"	"375.0"	"1707741.0"	"256.0"	"243.0"	"42.0"	"38.0"	"10.0"	"Q31353"	"Adèle Haenel"	"Adèle Haenel"	"http://www.wikidata.org/entity/Q31353"	"2"
"157.0"	"entity"	"ritual"	"gestures and habits"	"0.0023208596580792857"	"0.009073987901349464"	"308.0"	"1.5551948051948052"	"308.0"	"249600.0"	"0.0"	"210.0"	"12.0"	"17.0"	"8.0"	"Q367540"	"adelphopoiesis"	"Adelphopoiesis"	"http://www.wikidata.org/entity/Q367540"	"1"
"93.0"	"concept"	"geographic location"	"geography"	"0.37012974744707666"	"0.6666666666666666"	"2.0"	"1.0"	"3.0"	"218943.0"	"0.0"	"101.0"	"5.0"	"43.0"	"10.0"	"Q1306755"	"administrative centre"	"Administrative centre"	"http://www.wikidata.org/entity/Q1306755"	"0"
"0.0"	"concept"	"city"	"geography"	"0.0013480001905512222"	"0.004927476331322733"	"597.0"	"1.5260323159784561"	"557.0"	"118.0"	"0.0"	"3.0"	"0.0"	"1.0"	"1.0"	"Q13455645"	"administrative city in the Republic of Ireland"	"Administrative cities in the Republic of Ireland"	"http://www.wikidata.org/entity/Q13455645"	"1"
"105.0"	"concept"	"policy"	"politics"	"0.0016821473909648965"	"0.006975406299439091"	"442.0"	"1.5990220048899755"	"409.0"	"0.0"	"0.0"	"23.0"	"0.0"	"15.0"	"5.0"	"Q515244"	"administrative procedure"	"Administrative process"	"http://www.wikidata.org/entity/Q515244"	"1"
"24.0"	"concept"	"religious leader"	"philosophy and religion"	"0.0031175785224367585"	"0.009490126731506041"	"256.0"	"1.3563218390804597"	"261.0"	"0.0"	"0.0"	"21.0"	"0.0"	"3.0"	"2.0"	"Q358832"	"administrator"	"Ecclesiastical administrator"	"http://www.wikidata.org/entity/Q358832"	"2"
"136.0"	"entity"	"geographic location"	"geography"	"0.0019467945936614136"	"0.008020994549491959"	"455.0"	"1.766839378238342"	"386.0"	"150975.0"	"2.0"	"99.0"	"4.0"	"15.0"	"7.0"	"Q3270129"	"Admiralty"	"Admiralty, Hong Kong"	"http://www.wikidata.org/entity/Q3270129"	"1"
"223.0"	"entity"	"political party"	"politics"	"0.0020763857388317575"	"0.007436483487362947"	"334.0"	"1.485632183908046"	"348.0"	"25757.0"	"0.0"	"295.0"	"0.0"	"21.0"	"8.0"	"Q289078"	"ADN"	"Mover (political party)"	"http://www.wikidata.org/entity/Q289078"	"1"
"90.0"	"entity"	"non-fiction writer"	"books"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"2837.0"	"0.0"	"21.0"	"10.0"	"7.0"	"5.0"	"Q98756"	"Ado Kraemer"	"Ado Kraemer"	"http://www.wikidata.org/entity/Q98756"	"1"
"102.0"	"concept"	"building material"	"architecture"	"0.0014925695572781512"	"0.005986550762670166"	"498.0"	"1.6162046908315566"	"469.0"	"2339911.0"	"7.0"	"862.0"	"1.0"	"39.0"	"9.0"	"Q183496"	"adobe"	"Adobe"	"http://www.wikidata.org/entity/Q183496"	"0"
"75.0"	"entity"	"architect"	"architecture"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"4742.0"	"0.0"	"19.0"	"10.0"	"9.0"	"3.0"	"Q78125"	"Adolf Bötticher"	"Adolf Bötticher"	"http://www.wikidata.org/entity/Q78125"	"1"
"54.0"	"entity"	"politician"	"politics"	"0.001642292060060104"	"0.0053441001678537405"	"475.0"	"1.425531914893617"	"470.0"	"128513.0"	"226.0"	"211.0"	"13.0"	"69.0"	"10.0"	"Q5327"	"Adolf Butenandt"	"Adolf Butenandt"	"http://www.wikidata.org/entity/Q5327"	"2"
"16.0"	"entity"	"architect"	"architecture"	"0.00574741875893533"	"0.025225225225225224"	"101.0"	"1.6216216216216217"	"111.0"	"4816.0"	"2.0"	"38.0"	"15.0"	"4.0"	"2.0"	"Q87827"	"Adolf Krischanitz"	"Adolf Krischanitz"	"http://www.wikidata.org/entity/Q87827"	"1"
"21.0"	"concept"	"law"	"politics"	"0.0012686974314252016"	"0.004220018613009852"	"631.0"	"1.4150326797385622"	"612.0"	"18813.0"	"0.0"	"11.0"	"0.0"	"2.0"	"1.0"	"Q16001865"	"adoption law"	"Adoption law"	"http://www.wikidata.org/entity/Q16001865"	"0"
